,Left Stick X,LeftStickY,Right Stick X,Right Stick Y,Button South,Button West,L1,R1,R2,Gyroscope X,Gyroscope Y,Gyroscope Z,Accelerometer X,Accelerometer Y,Accelerometer Z
81,-1.0,0.02745281,0.1871557,-0.2584531,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01708984,-0.9903564,-0.04089355
82,-0.922525,-0.2374431,0.1791944,-0.4496765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06152344,-1.068359,0.006347656
83,-0.6834283,-0.5001627,0.1859195,-0.6379592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09472656,-1.085938,-0.05444336
84,-0.4963858,-0.7349588,0.1918933,-0.7562853,0.0,0.0,0.0,0.0,0.0,-0.01074595,0.0124953,-0.01949266,-0.1861572,-1.010254,-0.0324707
85,-0.3711729,-0.9025362,0.193834,-0.8019406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1601563,-1.046509,-0.09204102
86,-0.1848525,-1.0,0.2033672,-0.8480031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05834961,-1.176025,0.1035156
87,-0.09026043,-1.0,0.235254,-0.8677402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004272461,-1.154541,0.08789063
88,0.05099206,-1.0,0.3060133,-0.8715569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05554199,-1.111816,0.046875
89,0.1374799,-1.0,0.3696508,-0.8754888,0.0,0.0,0.0,0.0,1.0,-0.1819899,0.009918332,0.03552147,-0.06628418,-0.8292236,-0.09448242
90,0.1690417,-1.0,0.4086985,-0.8602129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1166992,-1.137329,0.04492188
91,0.1927661,-1.0,0.4503517,-0.7659827,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08874512,-0.8800049,-0.1236572
92,0.1927661,-1.0,0.4848112,-0.6050744,0.0,0.0,0.0,0.0,1.0,-0.09546406,-0.03348739,-0.04623259,-0.06054688,-0.9105225,-0.2581787
93,0.1927661,-1.0,0.5137867,-0.4916089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09289551,-0.9693604,-0.3258057
94,0.1532514,-1.0,0.5637873,-0.3382724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01000977,-0.9528809,-0.2415771
95,0.113854,-1.0,0.5977408,-0.242719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02954102,-0.9749756,-0.08996582
96,0.06669273,-1.0,0.6647244,-0.179953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1021729,-0.9678955,-0.08288574
97,0.04314433,-1.0,0.6920377,-0.1813361,0.0,0.0,0.0,0.0,1.0,0.06022732,0.008246895,-0.04548287,0.04284668,-0.9394531,-0.09570313
98,0.035298,-1.0,0.7198125,-0.1902095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01208496,-0.9567871,-0.06384277
99,0.035298,-1.0,0.7302715,-0.213464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002075195,-1.122681,-0.2089844
100,0.035298,-1.0,0.7489173,-0.2220408,0.0,0.0,0.0,0.0,0.0,0.04998118,0.002748965,0.002499059,-0.09375,-0.9318848,-0.09411621
101,0.035298,-1.0,0.7580091,-0.2225002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1029053,-1.027832,-0.09350586
102,0.035298,-1.0,0.7580091,-0.2225002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04943848,-1.029663,-0.03393555
103,0.035298,-1.0,0.7715625,-0.1242027,0.0,0.0,0.0,0.0,0.0,-0.04475177,0.0004613585,0.024452,-0.0456543,-1.212158,0.09777832
104,0.06669273,-1.0,0.7785653,-0.01128355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09643555,-1.142212,-0.04821777
105,0.1217254,-1.0,0.8110793,0.1942021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08215332,-1.178223,0.02294922
106,0.1769445,-1.0,0.8373567,0.3357145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09680176,-0.9536133,0.0345459
107,0.2165419,-1.0,0.8626207,0.5632638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0008544922,-0.9855957,-0.2351074
108,0.2403741,-1.0,0.8507007,0.7548471,0.0,0.0,0.0,0.0,1.0,-0.05248024,-0.06372601,-0.05223033,-0.04101563,-0.8928223,-0.3543701
109,0.2403741,-1.0,0.7786492,0.826566,0.0,0.0,0.0,0.0,1.0,0.02424087,-0.04923147,-0.05173052,0.03918457,-0.890625,-0.2463379
110,0.2642672,-1.0,0.6676687,0.9315377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1116943,-0.8703613,-0.1385498
111,0.3042357,-1.0,0.5718616,0.995759,0.0,0.0,0.0,0.0,1.0,0.1054204,0.03760071,0.009919208,0.1639404,-0.8793945,-0.06201172
112,0.336352,-1.0,0.5072563,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03503418,-0.8063965,-0.0703125
113,0.3686016,-1.0,0.3928797,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04541016,-0.9790039,-0.06555176
114,0.3766855,-1.0,0.3042357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1094971,-1.019165,-0.07067871
115,0.3847782,-1.0,0.1848525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09106445,-1.342529,-0.08459473
116,0.3847782,-1.0,0.113854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2424316,-1.194336,0.01965332
